"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Alves F.J.L.; Ferreira M.A.; Urbano S.A.; de Andrade R.P.X.; da Silva Á.E.M.; de Siqueira M.C.B.; de Oliveira J.P.F.; Silva J.L.","Alves, Felipe José Lins (55983987300); Ferreira, Marcelo de Andrade (7402787171); Urbano, Stela Antas (55217907500); de Andrade, Rafael de Paula Xavier (34871832000); da Silva, Ághata Elins Moreira (56581047200); de Siqueira, Michelle Christina Bernardo (55540945800); de Oliveira, Juliana Paula Felipe (7202554642); Silva, Janaina De Lima (57085679100)","55983987300; 7402787171; 55217907500; 34871832000; 56581047200; 55540945800; 7202554642; 57085679100","Performance of lambs fed alternative protein sources to soybean meal","2016","Revista Brasileira de Zootecnia","45","4","","145","150","5","17","10.1590/S1806-92902016000400001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971455154&doi=10.1590%2fS1806-92902016000400001&partnerID=40&md5=afef2f9a6fb64d39cc67fbb13ade8cad","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84971455154"
"De Oliveira R.R.; De Lima K.M.G.; De Juan A.; Tauler R.","De Oliveira, Rodrigo Rocha (57762264400); De Lima, Kássio Michell Gomes (56052429800); De Juan, Anna (57210774802); Tauler, Romà (7005428187)","57762264400; 56052429800; 57210774802; 7005428187","Application of correlation constrained multivariate curve resolution alternating least-squares methods for determination of compounds of interest in biodiesel blends using NIR and UV-visible spectroscopic data","2014","Talanta","125","","","233","241","8","62","10.1016/j.talanta.2014.02.073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897098069&doi=10.1016%2fj.talanta.2014.02.073&partnerID=40&md5=f2eb8cefdc96146f913b7e19b8f0c207","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84897098069"
"Barros C.A.; De Queiroz L.F.; Valderrama C.A.; Xavier-De-Souza S.","Barros, Carlos Avelino (56023311400); De Queiroz, Luiz Felipe (56363591700); Valderrama, Carlos Alberto (6602815648); Xavier-De-Souza, Samuel (7801645972)","56023311400; 56363591700; 6602815648; 7801645972","Optimal processor dynamic-energy reduction for parallel workloads on heterogeneous multi-core architectures","2015","Microprocessors and Microsystems","39","6","2224","418","425","7","14","10.1016/j.micpro.2015.05.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930743514&doi=10.1016%2fj.micpro.2015.05.009&partnerID=40&md5=e00990f7b1f2d0a98d056681c21695d5","Article","Final","","Scopus","2-s2.0-84930743514"
"De Carvalho Neto J.T.; Salazar A.O.; Lock A.S.; Fonseca D.A.","De Carvalho Neto, Joao Teixeira (55569752100); Salazar, Andres Ortiz (7102422753); Lock, Alberto Soto (14834340200); Fonseca, Diego Antonio (36682132200)","55569752100; 7102422753; 14834340200; 36682132200","One cycle control for battery connected standalone photovoltaic systems for DC loads","2018","IEEE Latin America Transactions","16","7","8447365","1977","1983","6","5","10.1109/TLA.2018.8447365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052759277&doi=10.1109%2fTLA.2018.8447365&partnerID=40&md5=79d41d59dce3b65a634814582d027acd","Article","Final","","Scopus","2-s2.0-85052759277"
"Tromer R.M.; Da Luz M.G.E.; Ferreira M.S.; Pereira L.F.C.","Tromer, Raphael M. (55979356800); Da Luz, Marcos G. E. (7003887994); Ferreira, Mauro S. (35481449000); Pereira, Luiz Felipe C. (55639140000)","55979356800; 7003887994; 35481449000; 55639140000","Atomic Adsorption on Nitrogenated Holey Graphene","2017","Journal of Physical Chemistry C","121","5","","3055","3061","6","38","10.1021/acs.jpcc.6b10058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026211951&doi=10.1021%2facs.jpcc.6b10058&partnerID=40&md5=06fc21255df470933163161067f20897","Article","Final","","Scopus","2-s2.0-85026211951"
"Ferreira M.O.; Cardozo Filho L.; Silva C.; Sousa E.M.B.D.","Ferreira, M.O. (55823599600); Cardozo Filho, L. (6508267055); Silva, C. (8954721200); Sousa, E.M.B.D. (8878278800)","55823599600; 6508267055; 8954721200; 8878278800","Glycerol as additive for fuels - A review","2014","Latin American Applied Research","44","1","","47","56","9","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020507410&partnerID=40&md5=3e7caea27ed7fadd75d4451c4c87df9b","Article","Final","","Scopus","2-s2.0-85020507410"
"Braga R.M.; Costa T.R.; Freitas J.C.O.; Barros J.M.F.; Melo D.M.A.; Melo M.A.F.","Braga, Renata M. (55210068400); Costa, Tiago R. (57189227752); Freitas, Julio C. O. (36016617500); Barros, Joana M. F. (15924974600); Melo, Dulce M. A. (9841064200); Melo, Marcus A. F. (7102354647)","55210068400; 57189227752; 36016617500; 15924974600; 9841064200; 7102354647","Pyrolysis kinetics of elephant grass pretreated biomasses","2014","Journal of Thermal Analysis and Calorimetry","117","3","","1341","1348","7","55","10.1007/s10973-014-3884-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902235038&doi=10.1007%2fs10973-014-3884-2&partnerID=40&md5=c802300c0359487975edcd74c13be95b","Article","Final","","Scopus","2-s2.0-84902235038"
"Zandonai C.H.; Yassue-Cordeiro P.H.; Castellã-Pergher S.B.; Scaliante M.H.N.O.; Fernandes-Machado N.R.C.","Zandonai, Cassio Henrique (57035344700); Yassue-Cordeiro, Patricia Hissae (57035401000); Castellã-Pergher, Sibele Berenice (6603107199); Scaliante, Mara Heloisa Neves Olsen (57190127946); Fernandes-Machado, Nádia Regina Camargo (8869914700)","57035344700; 57035401000; 6603107199; 57190127946; 8869914700","Production of petroleum-like synthetic fuel by hydrocracking of crude soybean oil over ZSM5 zeolite - Improvement of catalyst lifetime by ion exchange","2016","Fuel","172","","","228","237","9","45","10.1016/j.fuel.2015.12.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954219555&doi=10.1016%2fj.fuel.2015.12.059&partnerID=40&md5=9113d539760f0c2fe01bc33b413b2a53","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84954219555"
"Silva E.S.; Conceição M.M.; Cavalcanti E.H.S.; Fernandes Jr. V.J.; Medeiros A.C.D.; Souza A.G.","Silva, Erisandro S. (57206708061); Conceição, Marta M. (7004024606); Cavalcanti, Eduardo H. S. (7003606424); Fernandes Jr., Valter J. (7006546331); Medeiros, Ana C. D. (7005447976); Souza, Antonio G. (55662862500)","57206708061; 7004024606; 7003606424; 7006546331; 7005447976; 55662862500","Analysis of thermal and oxidative stability of biodiesel from Jatropha curcas L. and beef tallow","2013","Journal of Thermal Analysis and Calorimetry","113","2","","437","442","5","7","10.1007/s10973-012-2697-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880508686&doi=10.1007%2fs10973-012-2697-4&partnerID=40&md5=c8c4b1dec00aae80a3effad91fa08991","Conference paper","Final","","Scopus","2-s2.0-84880508686"
"do Nascimento Camelo H.; Lucio P.S.; Leal Junior J.B.V.; de Carvalho P.C.M.","do Nascimento Camelo, Henrique (57199855857); Lucio, Paulo Sérgio (55963139800); Leal Junior, João Bosco Verçosa (26027088000); de Carvalho, Paulo Cesar Marques (8656215800)","57199855857; 55963139800; 26027088000; 8656215800","Proposal for prediction of wind speed through hybrid modeling elaborated from ARIMAX and ANN models; [Proposta para previsão de velocidade do vento através de modelagem híbrida elaborada a partir dos modelos ARIMAX e RNA]","2018","Revista Brasileira de Meteorologia","33","1","","115","129","14","3","10.1590/0102-7786331005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046163525&doi=10.1590%2f0102-7786331005&partnerID=40&md5=cc982027ca4da3539771dfc066ef73c4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85046163525"
"Costa S.E.L.; Dos Santos R.C.; Castro R.V.O.; Castro A.F.N.M.; Magalhães M.A.; Carneiro A.C.O.; Santos C.P.S.; Gomes I.R.F.; Rocha S.M.G.","Costa, Sarah Esther de Lima (57198893641); Dos Santos, Rosimeire Cavalcante (35104836800); Castro, Renato Vinícius Oliveira (36642334500); Castro, Ana Flávia Neves Mendes (41560907100); Magalhães, Mateus Alves de (57210429600); Carneiro, Angélica de Cássia Oliveira (35104562800); Santos, Cynthia Patrícia de Sousa (59160408700); Gomes, Izabelle Rodrigues Ferreira (57211988636); Rocha, Sofia Maria Gonçalves (56211048600)","57198893641; 35104836800; 36642334500; 41560907100; 57210429600; 35104562800; 59160408700; 57211988636; 56211048600","Briquettes quality produced with the macauba epicarp (Acrocomia aculeata) and pinus sp. wood; [Qualidade de briquetes produzidos com epicarpo de macaúba (Acrocomia aculeata) e madeira de pinus sp.]","2019","Revista Arvore","43","5","e430501","","","","5","10.1590/1806-90882019000500001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075623731&doi=10.1590%2f1806-90882019000500001&partnerID=40&md5=985713d512b038eaaa57c4505f66049f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85075623731"
"Silva M.G.; Oliveira G.S.; Carvalho J.C.R.; Nobre L.R.P.; Deus M.S.; Jesus A.A.; Oliveira J.A.; Souza D.F.S.","Silva, M.G. (57203997303); Oliveira, G.S. (57213564050); Carvalho, J.C.R. (57207811981); Nobre, L.R.P. (57203997173); Deus, M.S. (57203996370); Jesus, A.A. (55803500100); Oliveira, J.A. (36727128600); Souza, D.F.S. (55312444500)","57203997303; 57213564050; 57207811981; 57203997173; 57203996370; 55803500100; 36727128600; 55312444500","Esterification of oleic acid in a semi-batch bubble reactor for biodiesel production","2019","Brazilian Journal of Chemical Engineering","36","1","","299","308","9","6","10.1590/0104-6632.20190361s20180185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070582321&doi=10.1590%2f0104-6632.20190361s20180185&partnerID=40&md5=fcb5b914e8e6507a14314382f97ab5f8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85070582321"
"Damasceno S.S.; Rosenhaim R.; Gondim A.D.; Tavares M.L.A.; Queiroz N.; Santos I.M.G.; Souza A.G.; Santos N.A.","Damasceno, S.S. (50561106000); Rosenhaim, R. (16040257100); Gondim, A.D. (6507576352); Tavares, M.L.A. (16040823800); Queiroz, N. (57222177356); Santos, I.M.G. (7102671746); Souza, A.G. (55662862500); Santos, N.A. (16040194800)","50561106000; 16040257100; 6507576352; 16040823800; 57222177356; 7102671746; 55662862500; 16040194800","Flow properties of biodiesel: Correlation between TMDSC and dynamic viscosity","2013","Journal of Thermal Analysis and Calorimetry","114","3","","1239","1243","4","4","10.1007/s10973-013-3146-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890120447&doi=10.1007%2fs10973-013-3146-8&partnerID=40&md5=57b0029b824cb37a6e856fd1a0f26df3","Article","Final","","Scopus","2-s2.0-84890120447"
"Almeida H.N.; Calixto G.Q.; Chagas B.M.E.; Melo D.M.A.; Resende F.M.; Melo M.A.F.; Braga R.M.","Almeida, Hanna N. (56763698400); Calixto, Guilherme Q. (56764224400); Chagas, Bruna M. E. (57188659206); Melo, Dulce M. A. (9841064200); Resende, Fabio M. (57193914695); Melo, Marcus A. F. (7102354647); Braga, Renata Martins (55210068400)","56763698400; 56764224400; 57188659206; 9841064200; 57193914695; 7102354647; 55210068400","Characterization and pyrolysis of Chlorella vulgaris and Arthrospira platensis: potential of bio-oil and chemical production by Py-GC/MS analysis","2017","Environmental Science and Pollution Research","24","16","","14142","14150","8","30","10.1007/s11356-017-9009-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017500782&doi=10.1007%2fs11356-017-9009-2&partnerID=40&md5=5e7c8af3bc0456082dc48865da8f1092","Article","Final","","Scopus","2-s2.0-85017500782"
"Ribeiro L.F.; Nicholes N.; Tullman J.; Ribeiro L.F.C.; Fuzo C.A.; Vieira D.S.; Furtado G.P.; Ostermeier M.; Ward R.J.","Ribeiro, Lucas Ferreira (37095865700); Nicholes, Nathan (54414580200); Tullman, Jennifer (22136628000); Ribeiro, Liliane Fraga Costa (54910694700); Fuzo, Carlos Alessandro (6506378720); Vieira, Davi Serradella (8649343600); Furtado, Gilvan Pessoa (37095069400); Ostermeier, Marc (6603041133); Ward, Richard John (7404582193)","37095865700; 54414580200; 22136628000; 54910694700; 6506378720; 8649343600; 37095069400; 6603041133; 7404582193","Insertion of a xylanase in xylose binding protein results in a xylose-stimulated xylanase","2015","Biotechnology for Biofuels","8","1","118","","","","22","10.1186/s13068-015-0293-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939157815&doi=10.1186%2fs13068-015-0293-0&partnerID=40&md5=833192439a4747e8f37cf5cbf1551db2","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84939157815"
"Pimenta F.M.; Silva A.R.; Assireu A.T.; De S. E Almeida V.; Saavedra O.R.","Pimenta, Felipe M. (24339154000); Silva, Allan R. (56997982200); Assireu, Arcilan T. (6506215069); De S. E Almeida, Vinicio (55876555800); Saavedra, Osvaldo R. (7007108787)","24339154000; 56997982200; 6506215069; 55876555800; 7007108787","Brazil offshore wind resources and atmospheric surface layer stability","2019","Energies","12","21","en12214195","","","","28","10.3390/en12214195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075557862&doi=10.3390%2fen12214195&partnerID=40&md5=b5044de0d564019d21b3c955cd1f6a49","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85075557862"
"Alves A.M.; Amaro V.E.","Alves, Agassiel de Medeiros (57208050849); Amaro, Venerando Eustáquio (6506521492)","57208050849; 6506521492","Climate change related to energy exploration in conservation areas and in the geosystems of Potiguar basin; [Alterações climáticas relacionadas à exploração energética nas áreas de conservação e nos geossistemas da bacia Potiguar]","2018","Anuario do Instituto de Geociencias","41","2","","471","486","15","1","10.11137/2018_2_471_486","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063696323&doi=10.11137%2f2018_2_471_486&partnerID=40&md5=b376217bba8b2e80e3e83037220d9c0a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85063696323"
"Araújo A.K.A.; Medina T. G.I.","Araújo, Arthur K.A. (57204286047); Medina T., Gabriel I. (57204282563)","57204286047; 57204282563","Analysis of the effects of climatic conditions, loading level and operating temperature on the heat losses of two-tank thermal storage systems in CSP","2018","Solar Energy","176","","","358","369","11","15","10.1016/j.solener.2018.10.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055087474&doi=10.1016%2fj.solener.2018.10.020&partnerID=40&md5=306b80410039db9c30ca16dd504b76a2","Article","Final","","Scopus","2-s2.0-85055087474"
"Medeiros A.L.; Furtado C.M.; Leite F.S.; Souto V.S.; de Setta N.; Van Sluys M.-A.; Kitajima J.P.; Costa A.P.P.; Benedito V.A.; Scortecci K.C.","Medeiros, Amanda L. (57203174781); Furtado, Cristiane M. (25521642800); Leite, Francinaldo S. (57190742681); Souto, Valeska S. (57190735179); de Setta, Nathalia (14025357700); Van Sluys, Marie-Anne (7004748458); Kitajima, João Paulo (56577860600); Costa, Ana Paula P. (35517707700); Benedito, Vagner A. (14055653900); Scortecci, Katia C. (6603354641)","57203174781; 25521642800; 57190742681; 57190735179; 14025357700; 7004748458; 56577860600; 35517707700; 14055653900; 6603354641","Molecular Genetic Dissection of Sugarcane Flowering under Equatorial Field Conditions","2016","Tropical Plant Biology","9","4","","252","266","14","6","10.1007/s12042-016-9175-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982791166&doi=10.1007%2fs12042-016-9175-2&partnerID=40&md5=bc785aff220dc71cb6ac37bc8712359e","Article","Final","","Scopus","2-s2.0-84982791166"
"Garcia L.M.P.; Macedo D.A.; Souza G.L.; Motta F.V.; Paskocimas C.A.; Nascimento R.M.","Garcia, Laurenia M.P. (55654642100); Macedo, Daniel A. (36624035900); Souza, Graziele L. (54929233100); Motta, Fabiana V. (24723217600); Paskocimas, Carlos A. (6603828646); Nascimento, Rubens M. (57209328371)","55654642100; 36624035900; 54929233100; 24723217600; 6603828646; 57209328371","Citrate-hydrothermal synthesis, structure and electrochemical performance of La0.6Sr0.4Co0.2Fe0.8O 3-δ cathodes for IT-SOFCs","2013","Ceramics International","39","7","","8385","8392","7","32","10.1016/j.ceramint.2013.04.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880316365&doi=10.1016%2fj.ceramint.2013.04.019&partnerID=40&md5=ab8b6e16cf4d6db9d89a6f8fdcaf9d2d","Article","Final","","Scopus","2-s2.0-84880316365"
"Quirino M.R.; Oliveira M.J.C.; Keyson D.; Lucena G.L.; Oliveira J.B.L.; Gama L.","Quirino, Max Rocha (54397633300); Oliveira, Mateus José C. (55488544800); Keyson, Davy (14008999500); Lucena, Guilherme Leocárdio (55681506400); Oliveira, João Bosco L. (7202452422); Gama, Lucianna (15752586100)","54397633300; 55488544800; 14008999500; 55681506400; 7202452422; 15752586100","Synthesis of zinc oxide by microwave hydrothermal method for application to transesterification of soybean oil (biodiesel)","2017","Materials Chemistry and Physics","185","","","24","30","6","39","10.1016/j.matchemphys.2016.09.062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995575909&doi=10.1016%2fj.matchemphys.2016.09.062&partnerID=40&md5=4a8d4d69fc2801a5b296f46be539f7b4","Article","Final","","Scopus","2-s2.0-84995575909"
"Teixeira Chagas K.P.; Sousa R.F.; Fajardo C.G.; Vieira F.A.","Teixeira Chagas, Kyvia Pontes (57196259607); Sousa, Rodrigo Ferreira (56594451500); Fajardo, Cristiane Gouvêa (36682240900); Vieira, Fábio Almeida (57220478829)","57196259607; 56594451500; 36682240900; 57220478829","Selection of ISSR markers and genetic diversity in a population of Elaeis guineensis; [Seleção de marcadores ISSR e diversidade genética em uma população de Elaeis guineensis]","2015","Revista Brasileirade Ciencias Agrarias","10","1","","147","152","5","17","10.5039/agraria.v10i1a5133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927702474&doi=10.5039%2fagraria.v10i1a5133&partnerID=40&md5=a0d74509ab7039f327aa9ede11748194","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84927702474"
"Azevêdo S.; Santos Ê.; Medeiros A.; Jesus A.; Oliveira H.; Sousa E.","Azevêdo, Saulo (57192379401); Santos, Ênio (57192377440); Medeiros, Aldo (57210718731); Jesus, Anderson (55803500100); Oliveira, Humberto (56410521000); Sousa, Elisa (8878278800)","57192379401; 57192377440; 57210718731; 55803500100; 56410521000; 8878278800","Evaluation of the use of Gossypium hirsutum oil and supercritical ethanol for the production of ethyl esters in non-catalytic process","2018","Canadian Journal of Chemical Engineering","96","3","","651","658","7","0","10.1002/cjce.22950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031106462&doi=10.1002%2fcjce.22950&partnerID=40&md5=3715e17bcd66bf7e93ebf3b87e543efa","Article","Final","","Scopus","2-s2.0-85031106462"
"Silva M.G.; Nobre L.R.P.; Santiago L.E.P.; Deus M.S.; Jesus A.A.; Oliveira J.A.; Souza D.F.S.","Silva, Maxwell G. (57203997303); Nobre, Lucas R. P. (57203997173); Santiago, Luiz E. P. (57203996687); Deus, Marcell S. (57203996370); Jesus, Anderson A. (55803500100); Oliveira, Jackson A. (36727128600); Souza, Domingos F. S. (55312444500)","57203997303; 57203997173; 57203996687; 57203996370; 55803500100; 36727128600; 55312444500","Mathematical Modeling and Simulation of Biodiesel Production in a Semibatch Bubble Reactor","2018","Energy and Fuels","32","9","","9614","9623","9","4","10.1021/acs.energyfuels.8b02196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052287906&doi=10.1021%2facs.energyfuels.8b02196&partnerID=40&md5=0821c2ee3d1e91785696c398b75ea6ab","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85052287906"
"Silva P.V.; Pinheiro R.F.; Salazar A.O.; Fernandes J.D.","Silva, P.V. (8138866600); Pinheiro, R.F. (7004083401); Salazar, A.O. (7102422753); Fernandes, J.D. (56785091400)","8138866600; 7004083401; 7102422753; 56785091400","Performance analysis of a new system for speed control in wind turbines","2015","Renewable Energy and Power Quality Journal","1","13","","455","460","5","4","10.24084/repqj13.356","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067261336&doi=10.24084%2frepqj13.356&partnerID=40&md5=add1190e9c908de2e6c3c0cf3e0c13d5","Article","Final","","Scopus","2-s2.0-85067261336"
"Xavier-De-Souza S.; Neves E.A.; Furtunato A.F.A.; Silveira L.F.Q.; Georgiou K.; Eder K.I.","Xavier-De-Souza, Samuel (7801645972); Neves, Eduardo A. (57215313999); Furtunato, Alex F. A. (57215310489); Silveira, Luiz F. Q. (56363591700); Georgiou, Kyriakos (57150810600); Eder, Kerstin I. (23391989300)","7801645972; 57215313999; 57215310489; 56363591700; 57150810600; 23391989300","The benefits of low operating voltage devices to the energy efficiency of parallel systems","2017","2017 5th Berkeley Symposium on Energy Efficient Electronic Systems, E3S 2017 - Proceedings","2018-January","","","1","3","2","0","10.1109/E3S.2017.8246198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046004652&doi=10.1109%2fE3S.2017.8246198&partnerID=40&md5=101456b25445e0c6604598d49f659764","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85046004652"
"Vilas Boas J.M.; Silva A.G., Jr.; Santos D.H.; Negreiros A.P.F.; Alvarez-Jácobo J.E.; Gonçalves L.M.G.","Vilas Boas, J.M. (57212746380); Silva, A.G. (57192713442); Santos, D.H. (57190606005); Negreiros, A.P.F. (56131277200); Alvarez-Jácobo, J.E. (57190606938); Gonçalves, L.M.G. (58069927800)","57212746380; 57192713442; 57190606005; 56131277200; 57190606938; 58069927800","Towards the Electromechanical Design of an Autonomous Robotic Sailboat","2016","Proceedings - 13th Latin American Robotics Symposium and 4th Brazilian Symposium on Robotics, LARS/SBR 2016","","","7783500","43","48","5","6","10.1109/LARS-SBR.2016.15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010366307&doi=10.1109%2fLARS-SBR.2016.15&partnerID=40&md5=b0638780341409e71b24e9d99c20a6a7","Conference paper","Final","","Scopus","2-s2.0-85010366307"
"da Costa P.R.F.; dos Santos E.V.; Peralta-Hernández J.M.; Salazar-Banda G.R.; da Silva D.R.; Martínez-Huitle C.A.","da Costa, Patricia Rachel Fernandes (56441074300); dos Santos, Elisama Vieira (57213395188); Peralta-Hernández, Juan M. (12804972700); Salazar-Banda, Giancarlo R. (12795285500); da Silva, Djalma Ribeiro (8342072100); Martínez-Huitle, Carlos A. (6507655813)","56441074300; 57213395188; 12804972700; 12795285500; 8342072100; 6507655813","Modified diamond electrodes for electrochemical systems for energy conversion and storage","2015","Topics in Applied Physics","121","","","205","235","30","1","10.1007/978-3-319-09834-0_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921919802&doi=10.1007%2f978-3-319-09834-0_7&partnerID=40&md5=3564badbbeb7810e0ecff4f5ebf0434b","Article","Final","","Scopus","2-s2.0-84921919802"
"de Jesus A.A.; de Santana Souza D.F.; de Oliveira J.A.; de Deus M.S.; da Silva M.G.; Franceschi E.; da Silva Egues S.M.; Dariva C.","de Jesus, Anderson Alles (57201063295); de Santana Souza, Domingos Fabiano (55312444500); de Oliveira, Jackson Araújo (36727128600); de Deus, Marcell Santana (57202774792); da Silva, Maxwell Gomes (57202776652); Franceschi, Elton (12799954900); da Silva Egues, Silvia Maria (8856356500); Dariva, Claudio (6701416835)","57201063295; 55312444500; 36727128600; 57202774792; 57202776652; 12799954900; 8856356500; 6701416835","Mathematical modeling and experimental esterification at supercritical conditions for biodiesel production in a tubular reactor","2018","Energy Conversion and Management","171","","","1697","1703","6","17","10.1016/j.enconman.2018.06.108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049315626&doi=10.1016%2fj.enconman.2018.06.108&partnerID=40&md5=f4ed9abdebe5a4782c835e68d25af2bf","Article","Final","","Scopus","2-s2.0-85049315626"
"Castro A.F.N.M.; Castro R.V.O.; de Cá;ssia Oliveira Carneiro A.; de Lima J.E.; dos Santos R.C.; Pereira B.L.C.; Alves I.C.N.","Castro, Ana Flá;via Neves Mendes (41560907100); Castro, Renato Viní;cius Oliveira (36642334500); de Cá;ssia Oliveira Carneiro, Angé;lica (35104562800); de Lima, João Eustá;quio (37002635200); dos Santos, Rosimeire Cavalcante (35104836800); Pereira, Bá;rbara Luí;sa Corradi (36133516900); Alves, Isabel Cristina Nogueira (55602566000)","41560907100; 36642334500; 35104562800; 37002635200; 35104836800; 36133516900; 55602566000","Multivariate analysis for the selection of eucalyptus clones destined for charcoal production; [Aná;lise multivariada para seleção de clones de eucalipto destinados à produção de carvão vegetal]","2013","Pesquisa Agropecuaria Brasileira","48","6","","627","635","8","44","10.1590/S0100-204X2013000600008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885071872&doi=10.1590%2fS0100-204X2013000600008&partnerID=40&md5=b20eb544abf7280b7412ae44eb774572","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84885071872"
"Lima A.D.D.; Barros C.A.; Silveira L.F.Q.; Xavier-De-Souza S.; Valderrama C.A.","Lima, Arthur D.D. (57203183985); Barros, Carlos A (56023311400); Silveira, Luiz Felipe Q. (56363591700); Xavier-De-Souza, Samuel (7801645972); Valderrama, Carlos A. (6602815648)","57203183985; 56023311400; 56363591700; 7801645972; 6602815648","Parallel cyclostationarity-exploiting algorithm for energy-efficient spectrum sensing","2014","IEICE Transactions on Communications","E97-B","2","","326","333","7","6","10.1587/transcom.E97.B.326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893247533&doi=10.1587%2ftranscom.E97.B.326&partnerID=40&md5=734db0190d1bbc76bd1bbcf6408c57eb","Article","Final","","Scopus","2-s2.0-84893247533"
"da Silva G.C.M.; da Costa Junior N.P.; da Silva F.M.","da Silva, Gabriella Cynara Minora (56393910100); da Costa Junior, Nivaldo Patrício (56394576800); da Silva, Fernando Moreira (14819086900)","56393910100; 56394576800; 14819086900","Characterization of land use by remote sensing techniques in the city of Areia Branca-RN ; [Caracterização do uso da terra no município de areia branca-rn, por técnicas de sensoriamento remoto]","2014","Geociencias","33","2","","4283","4288","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908286482&partnerID=40&md5=3c8eb00403d65aed9485290ef5a15fa3","Article","Final","","Scopus","2-s2.0-84908286482"
"Nunes E.A.F.; Alves D.K.; Dantas E.S.; Rocha T.O.A.; Ribeiro R.L.A.; Costa F.B.","Nunes, E.A.F. (57203121220); Alves, D.K. (56597608500); Dantas, E.S. (57215297586); Rocha, T.O.A. (55570200500); Ribeiro, R.L.A. (7202534599); Costa, F.B. (22333585200)","57203121220; 56597608500; 57215297586; 55570200500; 7202534599; 22333585200","Impact of PV systems on microgrids under different levels of penetration and operational scenarios","2017","14th Brazilian Power Electronics Conference, COBEP 2017","2018-January","","","1","6","5","6","10.1109/COBEP.2017.8257336","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050548089&doi=10.1109%2fCOBEP.2017.8257336&partnerID=40&md5=d20be4bc38c53b6c02ae22913c1f4831","Conference paper","Final","","Scopus","2-s2.0-85050548089"
