"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"De Camargo Cancela M.; Monteiro dos Santos J.E.; Lopes de Souza L.B.; Martins L.F.L.; Bezerra de Souza D.L.; Barchuk A.; Hanly P.; Sharp L.; Soerjomataram I.; Pearce A.","De Camargo Cancela, Marianna (35767759300); Monteiro dos Santos, Jonas Eduardo (57222156996); Lopes de Souza, Leonardo Borges (58535026900); Martins, Luís Felipe Leite (33767861300); Bezerra de Souza, Dyego Leandro (58485136100); Barchuk, Anton (20733274100); Hanly, Paul (55220674000); Sharp, Linda (7006781007); Soerjomataram, Isabelle (8927601700); Pearce, Alison (55587480300)","35767759300; 57222156996; 58535026900; 33767861300; 58485136100; 20733274100; 55220674000; 7006781007; 8927601700; 55587480300","The economic impact of cancer mortality among working-age individuals in Brazil from 2001 to 2030","2023","Cancer Epidemiology","86","","102438","","","","0","10.1016/j.canep.2023.102438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167792570&doi=10.1016%2fj.canep.2023.102438&partnerID=40&md5=b9f50f94d5f0456d5f1accc6a1fc6270","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85167792570"
"Diógenes J.R.F.; Claro J.; Rodrigues J.C.","Diógenes, Jamil Ramsi Farkat (57205377054); Claro, João (55112135600); Rodrigues, José Coelho (56559299000)","57205377054; 55112135600; 56559299000","Barriers to onshore wind farm implementation in Brazil","2019","Energy Policy","128","","","253","266","13","25","10.1016/j.enpol.2018.12.062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059814905&doi=10.1016%2fj.enpol.2018.12.062&partnerID=40&md5=6644ae504c6f4475031f7fb70da6c17d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85059814905"
"Romano P.R.; Bezerra Sampaio R.M.","Romano, Patrícia Ribeiro (56089863200); Bezerra Sampaio, Raquel Menezes (23098449500)","56089863200; 23098449500","Road concessions: Evidence of the effects of improving the transport infrastructure on economic development in Brazil","2023","Transport Policy","142","","","115","124","9","0","10.1016/j.tranpol.2023.08.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169015005&doi=10.1016%2fj.tranpol.2023.08.011&partnerID=40&md5=935445f5d8e1386dbee4c0f69640ea9d","Article","Final","","Scopus","2-s2.0-85169015005"
"Pereira C.T.; Correa C.S.; Campos J.; Costa J.V.; Viana Da Nóbrega V.","Pereira, Cinthyonara Targino (58096956000); Correa, Cristiane Silva (57189591319); Campos, Járvis (57208084850); Costa, Jose Vilton (23670160500); Viana Da Nóbrega, Vanessa (58096875400)","58096956000; 57189591319; 57208084850; 23670160500; 58096875400","Migration and economic activity of wives of union soldiers, public and private sector workers in Brazil in 2010; [Migragao e atividade economica das esposas de militares da Uniao e de trabalhadores dos setores publico e privado no Brasil em 2010]; [Migración y actividad económica de esposas de militares y trabajadores del sector público y privado en Brasil en 2010]","2022","Revista Brasileira de Estudos de Populacao","39","","e0225","","","","1","10.20947/S0102-3098a0225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144149989&doi=10.20947%2fS0102-3098a0225&partnerID=40&md5=4f7cfa31fad28447c1da3f3261c8b425","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85144149989"
"Verba J.T.; Pennino M.G.; Coll M.; Lopes P.F.M.","Verba, Julia Tovar (54791783600); Pennino, Maria Grazia (40762087900); Coll, Marta (57200581637); Lopes, Priscila F.M. (56468837900)","54791783600; 40762087900; 57200581637; 56468837900","Assessing drivers of tropical and subtropical marine fish collapses of Brazilian Exclusive Economic Zone","2020","Science of the Total Environment","702","","134940","","","","20","10.1016/j.scitotenv.2019.134940","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074778611&doi=10.1016%2fj.scitotenv.2019.134940&partnerID=40&md5=bc2e4a0788c9d06a003d1c323abb8267","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85074778611"
"Rezende J.F.D.; Lago D.M.; Teles V.J.","Rezende, Julio F.D. (57208623848); Lago, Daniel Mousinho (57194142569); Teles, Vitor JerÃ´nimo (57208628836)","57208623848; 57194142569; 57208628836","Observing the sustainable development goals (SDGs) in Mars analog habitats","2018","Proceedings of the International Astronautical Congress, IAC","2018-October","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065294375&partnerID=40&md5=54c45a2e8065cce3c6510530286ae6dd","Conference paper","Final","","Scopus","2-s2.0-85065294375"
"Attademo F.L.N.; Luna F.O.; de Oliveira R.E.M.; Lima S.A.; Freire A.C.B.; Silva F.J.L.","Attademo, Fernanda Loffler Niemeyer (35101287900); Luna, Fábia de Oliveira (55274089500); de Oliveira, Radan Elvis Matias (56010893400); Lima, Stella Almeida (57210581250); Freire, Augusto Carlos da Boaviagem (56884096200); Silva, Flávio José de Lima (25960372900)","35101287900; 55274089500; 56010893400; 57210581250; 56884096200; 25960372900","The state of Rio Grande do Norte as a strategic area for the conservation of Antillean manatees (Trichechus manatus) in Brazil; [O estado do Rio Grande do Norte como área estratégia para conservação de peixe-boi-marinho (Trichechus manatus) no Brasil]","2021","Revista Brasileira de Meio Ambiente","9","1","","201","209","8","1","10.5281/zenodo.4558405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159443288&doi=10.5281%2fzenodo.4558405&partnerID=40&md5=f9f35ac2b3d7f1b94b1cfdc213b4226f","Article","Final","","Scopus","2-s2.0-85159443288"
"Mello T.J.; Vieira E.A.; Garrido A.G.; Zilberberg C.; De Lima J.L.; Santos L.P.S.; Longo G.O.","Mello, Thayná Jeremias (50561821300); Vieira, Edson Aparecido (54789296700); Garrido, Amana Guedes (57193524825); Zilberberg, Carla (13409338400); De Lima, Juliana Lopes (58121161000); Santos, Lucas Penna Soares (55811050600); Longo, Guilherme Ortigara (54979475700)","50561821300; 54789296700; 57193524825; 13409338400; 58121161000; 55811050600; 54979475700","Drivers of temporal variation in benthic cover and coral health of an oceanic intertidal reef in Southwestern Atlantic","2023","Regional Studies in Marine Science","60","","102874","","","","3","10.1016/j.rsma.2023.102874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149066271&doi=10.1016%2fj.rsma.2023.102874&partnerID=40&md5=4d251ba2991b36c21a2e37ffd7684e39","Article","Final","","Scopus","2-s2.0-85149066271"
"Lopes K.S.C.; Myrrha L.J.D.; Queiroz S.N.D.","Lopes, Kaline Stephania Costa (57221221962); Myrrha, Luana Junqueira Dias (56502266700); Queiroz, Silvana Nunes de (57221232870)","57221221962; 56502266700; 57221232870","Gender differentials in water access in the urban area of Seridó Potiguar – RN; [Diferenciais de gênero ao acesso à água na zona urbana do Seridó Potiguar – RN]","2020","Desenvolvimento e Meio Ambiente","55","","","75","98","23","0","10.5380/dma.v55i0.73353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098544147&doi=10.5380%2fdma.v55i0.73353&partnerID=40&md5=e22b1054c6c736780e03a38778da78fa","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85098544147"
"Nüssle F.S.; Coelho-Lima F.","Nüssle, Flora Santos (56938956300); Coelho-Lima, Fellipe (55757671900)","56938956300; 55757671900","How did female teachers in private schools experience their work during the pandemic?; [Como as professoras em escolas privadas vivenciaram o trabalho durante a pandemia?]","2023","Interacao em Psicologia","27","2","","168","177","9","0","10.5380/riep.v27i2.86285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180581757&doi=10.5380%2friep.v27i2.86285&partnerID=40&md5=bb9c5a20f098dced7cacb62e19c6030c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85180581757"
"de Melo B.C.C.; Costa J.W.S.; Mourão V.G.; Dos Santos Silva F.A.; de Oliveira J.S.A.; de Medeiros S.M.","de Melo, Bianca Calheiros Cardoso (57667171200); Costa, Jéssika Wanessa Soares (57832888300); Mourão, Vanessa Gomes (58395294100); Dos Santos Silva, Fillipi André (57212276221); de Oliveira, Jonas Sâmi Albuquerque (35106927700); de Medeiros, Soraya Maria (6701856416)","57667171200; 57832888300; 58395294100; 57212276221; 35106927700; 6701856416","Repercussions and preponderant factors of the performance of specialist nurses: view of managers; [Repercussões e fatores preponderantes da atuação de enfermeiras especialistas: visão de gestores]; [Repercusiones y factores preponderantes de la actuación de enfermeros especialistas: visión de los directivos]","2023","Revista Enfermagem","31","","e72723","","","","0","10.12957/reuerj.2023.72723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188343504&doi=10.12957%2freuerj.2023.72723&partnerID=40&md5=0f0faafa149db20a649770e3418ce76c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85188343504"
"Costa J.A.F.; Lucena N.D.","Costa, Jose Alfredo F. (7402460809); Lucena, Nestor D. (57211064441)","7402460809; 57211064441","Self-organizing maps applied to analysis of state energy balances","2019","2019 IEEE Latin American Conference on Computational Intelligence, LA-CCI 2019","","","9037040","","","","0","10.1109/LA-CCI47412.2019.9037040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083109169&doi=10.1109%2fLA-CCI47412.2019.9037040&partnerID=40&md5=5a8035d2b1dde9b4dc6fcbf974eac2ee","Conference paper","Final","","Scopus","2-s2.0-85083109169"
"Oliveira J.S.A.; Pires D.E.P.; Alvarez ÂM.; Sena R.R.; Medeiros S.M.; Andrade S.R.","Oliveira, Jonas Sâmi Albuquerque de (57204278581); Pires, Denise Elvira Pires de (57214233497); Alvarez, Ângela Maria (19638703300); Sena, Roseni Rosângela de (55941133100); Medeiros, Soraya Maria de (57196061235); Andrade, Selma Regina de (57204272998)","57204278581; 57214233497; 19638703300; 55941133100; 57196061235; 57204272998","Trends in the job market of nurses in the view of managers","2018","Revista brasileira de enfermagem","71","1","","148","155","7","11","10.1590/0034-7167-2016-0103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055080614&doi=10.1590%2f0034-7167-2016-0103&partnerID=40&md5=c52133ed914af43e0cb4cf791ab83e5f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85055080614"
